product,url,category,price,amount,content,unit,vegan,vegetarian,nutriscore,carbs_100g,protein_100g,fat_100g
Danoontje Knijpyoghurt banaan,https://www.ah.nl/producten/product/wi515726/danoontje-knijpyoghurt-banaan,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.85,70.0,Inhoud en gewicht70 Gram,g,False,False,B,10.9,3.6,2.7
AH Slagroom,https://www.ah.nl/producten/product/wi509633/ah-slagroom,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.55,250.0,Inhoud en gewicht250 MilliliterPortiegrootte: 10 milliliterAantal porties: 25,ml,False,True,D,3.0,2.5,35.0
Optimel Magere griekse stijl yoghurt kers,https://www.ah.nl/producten/product/wi216248/optimel-magere-griekse-stijl-yoghurt-kers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,450.0,Inhoud en gewicht450 GramPortiegrootte: Per portie 150 gAantal porties: 3,g,False,False,A,4.6,7.5,
Danio Luchtige kwark bosbes,https://www.ah.nl/producten/product/wi1943/danio-luchtige-kwark-bosbes,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.55,250.0,Inhoud en gewicht2 Stuks,g,False,False,,15.5,4.6,4.0
AH Rijst drink naturel,https://www.ah.nl/producten/product/wi383521/ah-rijst-drink-naturel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.45,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 200 milliliterAantal porties: 5,ml,True,True,B,10.0,0.2,1.0
Campina Biologisch halfvolle melk,https://www.ah.nl/producten/product/wi184761/campina-biologisch-halfvolle-melk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.85,1000.0,Inhoud en gewicht1 LiterPortiegrootte: Per portie 200mlAantal porties: 5,ml,False,False,,4.7,3.5,1.5
Boursin Cuisine knoflook & fijne kruiden,https://www.ah.nl/producten/product/wi135727/boursin-cuisine-knoflook-en-fijne-kruiden,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.05,240.0,Inhoud en gewicht230 Gram,g,False,False,,5.0,3.5,19.0
Betsie's Geitenyoghurt moment,https://www.ah.nl/producten/product/wi218616/betsie-s-geitenyoghurt-moment,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,750.0,Inhoud en gewicht750 MilliliterPortiegrootte: 150 ml,ml,False,False,,5.9,3.3,2.7
Vifit Drinkyoghurt rode vruchten,https://www.ah.nl/producten/product/wi157378/vifit-drinkyoghurt-rode-vruchten,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,1000.0,Inhoud en gewicht1000 MilliliterPortiegrootte: Per portie 200mlAantal porties: 5,ml,False,False,,6.6,3.1,0.8
Blije Kip eieren Biologische eieren,https://www.ah.nl/producten/product/wi173998/blije-kip-eieren-biologische-eieren,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.99,,Inhoud en gewicht6 StuksAantal porties: 6,,False,False,,0.5,12.7,10.5
Alpro Plantaardige variatie op kwark naturel,https://www.ah.nl/producten/product/wi407970/alpro-plantaardige-variatie-op-kwark-naturel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.19,400.0,Inhoud en gewicht400 Gram,g,False,False,A,2.6,5.8,3.3
AH Bak en braad,https://www.ah.nl/producten/product/wi465866/ah-bak-en-braad,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.85,250.0,Inhoud en gewicht250 GramPortiegrootte: 10 gramAantal porties: 25,g,False,True,E,0.1,0.1,97.0
Douwe Egberts Ice macchiato ijskoffie,https://www.ah.nl/producten/product/wi168909/douwe-egberts-ice-macchiato-ijskoffie,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.39,230.0,Inhoud en gewicht230 Milliliter,ml,False,False,,10.3,3.1,3.5
Campina Zacht en luchtig banaan,https://www.ah.nl/producten/product/wi185462/campina-zacht-en-luchtig-banaan,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,10.4,1.7,4.6
Flower Farm Smeren zonder palmolie light (35%),https://www.ah.nl/producten/product/wi507382/flower-farm-smeren-zonder-palmolie-light-35,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.99,375.0,Inhoud en gewicht375 GramPortiegrootte: portie (10g)Aantal porties: 37.5,g,False,False,,0.5,0.1,35.0
Alpro Mild & creamy naturel met kokosnoot,https://www.ah.nl/producten/product/wi395069/alpro-mild-en-creamy-naturel-met-kokosnoot,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.85,750.0,Inhoud en gewicht0.75 Kilogram,g,False,False,B,2.3,3.9,3.0
AH Slagroom,https://www.ah.nl/producten/product/wi1498/ah-slagroom,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,250.0,"Inhoud en gewicht250 Gram242 ml 405 ,,3""Portiegrootte: 10 gramAantal porties: 25",g,False,True,D,11.0,2.2,28.0
Melkunie Breaker perzik met zonnebloempit yoghurt,https://www.ah.nl/producten/product/wi216246/melkunie-breaker-perzik-met-zonnebloempit-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,200.0,Inhoud en gewicht200 Gram,g,False,False,,13.0,3.6,4.0
Optimel Limited edition magere kwark winterglow,https://www.ah.nl/producten/product/wi196082/optimel-limited-edition-magere-kwark-winterglow,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.39,500.0,Inhoud en gewicht500 GramPortiegrootte: Per portie 100 gAantal porties: 5,g,False,False,,4.0,6.9,
Starbucks Caramel macchiato,https://www.ah.nl/producten/product/wi195024/starbucks-caramel-macchiato,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.09,220.0,Inhoud en gewicht220 Milliliter,ml,False,False,,9.0,2.7,1.6
AH Rondeel eieren M L,https://www.ah.nl/producten/product/wi216367/ah-rondeel-eieren-m-l,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.79,,"Inhoud en gewicht530 GramM (53–63 g), L (63-73 g)Aantal porties: 10",,False,True,A,0.2,12.0,9.1
Zuivelhoeve Boer'n yoghurt vanille & muesli,https://www.ah.nl/producten/product/wi438174/zuivelhoeve-boer-n-yoghurt-vanille-en-muesli,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.89,170.0,Inhoud en gewicht170 Gram,g,False,False,B,17.0,4.9,4.8
AH Chocolademelk zonder toegevoegde suiker,https://www.ah.nl/producten/product/wi447728/ah-chocolademelk-zonder-toegevoegde-suiker,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.19,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 200 milliliterAantal porties: 5,ml,False,True,A,4.7,3.7,1.8
Optimel Drinkyoghurt framboos,https://www.ah.nl/producten/product/wi168906/optimel-drinkyoghurt-framboos,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.25,500.0,Inhoud en gewicht500 MilliliterPortiegrootte: Per portie 200 ml,ml,False,False,,3.7,3.2,0.0
Optimel Drinkyoghurt mango passievrucht,https://www.ah.nl/producten/product/wi224719/optimel-drinkyoghurt-mango-passievrucht,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.49,1500.0,Inhoud en gewicht1500 MilliliterPortiegrootte: Per portie 200 ml,ml,False,False,,3.8,3.2,0.0
AH Vloeibaar bewust,https://www.ah.nl/producten/product/wi429563/ah-vloeibaar-bewust,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.75,500.0,Inhoud en gewicht500 MilliliterPortiegrootte: 15 milliliterAantal porties: 33,ml,True,True,C,0.0,0.0,70.0
Campina Vlaflip dubbel,https://www.ah.nl/producten/product/wi133252/campina-vlaflip-dubbel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.25,1000.0,Inhoud en gewicht1 LiterPortiegrootte: Per portie 150ml,ml,False,False,,15.5,3.0,2.7
AH Verse scharreleieren M,https://www.ah.nl/producten/product/wi104400/ah-verse-scharreleieren-m,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.89,,Inhoud en gewicht10 StuksM (53-63 g),,False,True,B,0.2,12.0,9.1
Kerrygold Boter ongezouten,https://www.ah.nl/producten/product/wi429627/kerrygold-boter-ongezouten,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.89,250.0,Inhoud en gewicht250 Gram,g,False,False,,0.7,0.7,82.5
AH Yoghurtdrink framboos,https://www.ah.nl/producten/product/wi447772/ah-yoghurtdrink-framboos,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.25,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 200 milliliterAantal porties: 5,ml,False,True,B,7.0,1.8,0.0
AH Bak en braad,https://www.ah.nl/producten/product/wi514733/ah-bak-en-braad,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.59,750.0,Inhoud en gewicht750 MilliliterPortiegrootte: 15 milliliterAantal porties: 50,ml,False,True,C,0.7,0.4,90.0
Natuurfarm de Boed Mais-scharreleieren L,https://www.ah.nl/producten/product/wi33664/natuurfarm-de-boed-mais-scharreleieren-l,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.49,,Inhoud en gewicht10 Stuks10 stuks,,False,False,,1.2,12.2,8.8
Campina Dubbelvla aardbei vanille smaak,https://www.ah.nl/producten/product/wi33682/campina-dubbelvla-aardbei-vanille-smaak,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.09,1000.0,Inhoud en gewicht1 LiterPortiegrootte: Per portie 150ml,ml,False,False,,13.6,2.8,2.8
Activia Yoghurt aardbei,https://www.ah.nl/producten/product/wi451457/activia-yoghurt-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,500.0,Inhoud en gewicht4 Stuks. 500 GramAantal porties: 4,g,False,False,B,12.1,3.8,2.8
AH Koffieroom cups,https://www.ah.nl/producten/product/wi236707/ah-koffieroom-cups,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.63,,Inhoud en gewicht196 Milliliterca. 10 mlPortiegrootte: 10 milliliterAantal porties: 20,,False,True,C,4.2,3.2,10.0
Danio Romige kwark kers,https://www.ah.nl/producten/product/wi475136/danio-romige-kwark-kers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.25,450.0,Inhoud en gewicht450 Gram,g,False,False,B,13.9,5.8,2.9
AH Biologisch Verse slagroom,https://www.ah.nl/producten/product/wi191621/ah-biologisch-verse-slagroom,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.85,250.0,Inhoud en gewicht250 MilliliterPortiegrootte: 10 milliliterAantal porties: 25,ml,False,True,D,2.9,2.4,33.0
Mona Griesmeelpudding met rode bessensaus,https://www.ah.nl/producten/product/wi3858/mona-griesmeelpudding-met-rode-bessensaus,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.69,450.0,Inhoud en gewicht493 GramPortiegrootte: Per portie 164 g (150 ml)Aantal porties: 3,ml,False,False,,21.1,2.8,2.2
AH Biologisch Kokosmelk,https://www.ah.nl/producten/product/wi449942/ah-biologisch-kokosmelk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.39,200.0,Inhoud en gewicht200 MilliliterPortiegrootte: 200 milliliterAantal porties: 1,ml,True,True,D,3.5,1.5,18.0
Campina Room culinair,https://www.ah.nl/producten/product/wi46010/campina-room-culinair,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.05,200.0,Inhoud en gewicht200 MilliliterPortiegrootte: Per portie 10ml,ml,False,False,,4.8,2.4,20.2
Becel Original margarine,https://www.ah.nl/producten/product/wi532237/becel-original-margarine,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.99,500.0,Inhoud en gewicht500 Gram,g,False,False,,0.5,0.5,45.0
Croma Bakken en braden,https://www.ah.nl/producten/product/wi214658/croma-bakken-en-braden,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.49,450.0,Inhoud en gewicht450 MilliliterAantal porties: 45,ml,False,False,,0.5,0.5,91.0
Bona 100% Plantaardig,https://www.ah.nl/producten/product/wi3830/bona-100-plantaardig,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.49,500.0,Inhoud en gewicht500 GramPortiegrootte: 1 portie = 10 g.Aantal porties: 50,g,False,False,,,0.0,60.0
Vifit Goedemorgen! aardbei kiwi banaan,https://www.ah.nl/producten/product/wi138105/vifit-goedemorgen-aardbei-kiwi-banaan,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.39,1000.0,Inhoud en gewicht1000 MilliliterPortiegrootte: Per portie 200mlAantal porties: 5,ml,False,False,,8.8,3.4,0.8
"Melkunie Protein mango yoghurt 0,8% fat",https://www.ah.nl/producten/product/wi448811/melkunie-protein-mango-yoghurt-0-8-fat,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.69,200.0,Inhoud en gewicht200 Gram,g,False,False,,5.5,10.0,0.8
AH Halfvolle koffiemelk 4-pack,https://www.ah.nl/producten/product/wi521846/ah-halfvolle-koffiemelk-4-pack,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.96,,,,False,False,,,,
Almhof Volle kwark vanille,https://www.ah.nl/producten/product/wi33721/almhof-volle-kwark-vanille,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.89,500.0,Inhoud en gewicht500 Gram,g,False,False,,13.9,5.6,5.4
AH Smikkeltoetje aardbei banaan abrikoos,https://www.ah.nl/producten/product/wi130193/ah-smikkeltoetje-aardbei-banaan-abrikoos,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,600.0,Inhoud en gewicht600 GramPortiegrootte: 100 gramAantal porties: 6,g,False,False,A,9.0,5.5,2.0
Danio Romige kwark mango kiwi banaan,https://www.ah.nl/producten/product/wi206839/danio-romige-kwark-mango-kiwi-banaan,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.19,450.0,Inhoud en gewicht1 Stuks. 450 Gram,g,False,False,B,13.6,5.8,2.9
AH Soja yoghurt ongezoet,https://www.ah.nl/producten/product/wi510243/ah-soja-yoghurt-ongezoet,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.59,1000.0,Inhoud en gewicht1 KilogramPortiegrootte: 150 gramAantal porties: 6.6,g,True,True,A,0.4,4.5,2.5
AH Plantenmargarine lactose vrij,https://www.ah.nl/producten/product/wi56349/ah-plantenmargarine-lactose-vrij,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.99,250.0,Inhoud en gewicht250 GramPortiegrootte: 10 gramAantal porties: 25,g,True,True,D,0.09,0.2,80.0
Activia Yoghurt naturel,https://www.ah.nl/producten/product/wi138239/activia-yoghurt-naturel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.85,500.0,Inhoud en gewicht4 Stuks. 500 GramAantal porties: 4,g,False,False,B,4.7,3.9,3.5
AH Chocoladevla,https://www.ah.nl/producten/product/wi1501/ah-chocoladevla,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.75,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 150 milliliterAantal porties: 6.5,ml,False,False,C,14.0,2.6,3.2
Optimel Limited edition yoghurt magic mandarin,https://www.ah.nl/producten/product/wi177521/optimel-limited-edition-yoghurt-magic-mandarin,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.39,1000.0,Inhoud en gewicht1000 MilliliterPortiegrootte: Per portie 150 ml,ml,False,False,,4.7,3.4,
Alpro soya drink choco,https://www.ah.nl/producten/product/wi46003/alpro-soya-drink-choco,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.35,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,7.8,3.1,1.8
Almhof Hoekje choco cookie vanille yoghurt,https://www.ah.nl/producten/product/wi437389/almhof-hoekje-choco-cookie-vanille-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.25,150.0,Inhoud en gewicht150 Gram,g,False,False,,16.4,3.9,5.6
Den Eelder Boeren vanille yoghurt,https://www.ah.nl/producten/product/wi233529/den-eelder-boeren-vanille-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,10.4,3.3,3.6
Isey Skyr blueberry pie,https://www.ah.nl/producten/product/wi520120/isey-skyr-blueberry-pie,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.49,400.0,Inhoud en gewicht400 Gram,g,False,False,A,5.2,9.6,0.3
AH Karnemelk,https://www.ah.nl/producten/product/wi210993/ah-karnemelk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.75,1500.0,Inhoud en gewicht1.5 LiterPortiegrootte: 200 milliliterAantal porties: 7.5,ml,False,True,A,3.6,3.3,0.0
Campina Botergoud ongezouten roomboter,https://www.ah.nl/producten/product/wi60374/campina-botergoud-ongezouten-roomboter,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,3.89,250.0,Inhoud en gewicht250 GramPortiegrootte: Per portie 10gAantal porties: 25,g,False,False,,1.0,1.0,82.0
Melkunie Havermoutpap,https://www.ah.nl/producten/product/wi196605/melkunie-havermoutpap,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.15,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,8.0,3.0,3.0
AH Drinkyoghurt limoen,https://www.ah.nl/producten/product/wi456385/ah-drinkyoghurt-limoen,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.19,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 200 milliliterAantal porties: 5,ml,False,True,A,3.5,3.1,0.09
Blije Kip eieren Vrije uitloop buitenei,https://www.ah.nl/producten/product/wi163030/blije-kip-eieren-vrije-uitloop-buitenei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.89,,Inhoud en gewicht6 StuksAantal porties: 6,,False,False,,0.5,12.7,10.5
"Melkunie Protein bosbes kwark 0,2% fat",https://www.ah.nl/producten/product/wi412574/melkunie-protein-bosbes-kwark-0-2-fat,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,200.0,Inhoud en gewicht200 Gram,g,False,False,,5.3,10.0,0.2
AH Verse slagroom,https://www.ah.nl/producten/product/wi1505/ah-verse-slagroom,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.89,125.0,Inhoud en gewicht125 MilliliterPortiegrootte: 10 milliliterAantal porties: 12.5,ml,False,True,D,3.0,2.5,35.0
Alpro Plantaardige variatie op vla vanille,https://www.ah.nl/producten/product/wi461863/alpro-plantaardige-variatie-op-vla-vanille,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.49,525.0,Inhoud en gewicht500 Milliliter,g,False,False,A,11.3,3.0,1.7
Fage Total Griekse yoghurt 5%,https://www.ah.nl/producten/product/wi52354/fage-total-griekse-yoghurt-5,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.49,170.0,Inhoud en gewicht170 Gram,g,False,False,A,3.6,9.0,5.0
Campina Langlekker volle melk,https://www.ah.nl/producten/product/wi383466/campina-langlekker-volle-melk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.39,1500.0,Inhoud en gewicht1500 MilliliterPortiegrootte: 1 glas (200 ml),ml,False,False,,4.7,3.6,3.6
Isey Skyr crème brûlée,https://www.ah.nl/producten/product/wi476347/isey-skyr-creme-brulee,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,170.0,Inhoud en gewicht170 Gram,g,False,False,,3.7,9.7,2.0
AH Houdbare volle melk 6-pack,https://www.ah.nl/producten/product/wi437834/ah-houdbare-volle-melk-6-pack,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.25,1200.0,Inhoud en gewicht200 MilliliterPortiegrootte: 200 milliliterAantal porties: 1,ml,False,True,B,4.5,3.0,3.5
Danoontje Knijpyoghurt appel en aardbei,https://www.ah.nl/producten/product/wi503341/danoontje-knijpyoghurt-appel-en-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.89,70.0,Inhoud en gewicht70 Gram,g,False,False,A,9.4,3.6,2.9
Starbucks Cappuccino,https://www.ah.nl/producten/product/wi365872/starbucks-cappuccino,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.09,220.0,Inhoud en gewicht220 Milliliter,ml,False,False,,8.8,2.7,2.5
Optimel Magere kwark bosbes,https://www.ah.nl/producten/product/wi520128/optimel-magere-kwark-bosbes,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.39,500.0,Inhoud en gewicht500 GramPortiegrootte: Per portie 100 gAantal porties: 5,g,False,False,,4.6,6.5,0.0
Zonnatura Amandeldrink ongezoet,https://www.ah.nl/producten/product/wi412173/zonnatura-amandeldrink-ongezoet,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.89,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,0.0,0.8,2.5
Isey Skyr licht gezouten caramel,https://www.ah.nl/producten/product/wi509604/isey-skyr-licht-gezouten-caramel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.49,400.0,Inhoud en gewicht400 Gram,g,False,False,A,3.7,9.6,0.2
AH Karnemelk,https://www.ah.nl/producten/product/wi440454/ah-karnemelk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,0.79,500.0,Inhoud en gewicht500 MilliliterPortiegrootte: 200 milliliterAantal porties: 2.5,ml,False,True,A,3.3,3.5,0.5
Alpro Sojadrink original fresh,https://www.ah.nl/producten/product/wi121227/alpro-sojadrink-original-fresh,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.09,1000.0,Inhoud en gewicht1 Liter,ml,False,False,A,2.5,3.0,1.8
Oatly! Haverdrank cacao,https://www.ah.nl/producten/product/wi376942/oatly-haverdrank-cacao,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.99,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,11.0,1.3,1.5
Den Eelder Boeren vanillevla,https://www.ah.nl/producten/product/wi233528/den-eelder-boeren-vanillevla,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.15,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,13.0,3.1,3.5
Vifit Goedemorgen kiwi aardbei banaan,https://www.ah.nl/producten/product/wi421592/vifit-goedemorgen-kiwi-aardbei-banaan,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.39,400.0,Inhoud en gewicht400 MilliliterPortiegrootte: Per portie 200mlAantal porties: 2,ml,False,False,,7.7,3.3,0.8
AH Lactosevrije houdbare volle melk,https://www.ah.nl/producten/product/wi448315/ah-lactosevrije-houdbare-volle-melk,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.59,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 200 milliliterAantal porties: 5,ml,False,True,B,4.7,3.3,3.6
Oatly! Haver barista edition,https://www.ah.nl/producten/product/wi489128/oatly-haver-barista-edition,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.69,500.0,Inhoud en gewicht500 Milliliter,ml,False,False,,7.1,1.1,3.0
AH Super kwarksnack aardbei,https://www.ah.nl/producten/product/wi163665/ah-super-kwarksnack-aardbei,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.68,360.0,Inhoud en gewicht360 GramPortiegrootte: 90 gramAantal porties: 4,g,False,True,A,8.8,6.8,1.7
Almhof Choco met echte slagroom karamel,https://www.ah.nl/producten/product/wi493085/almhof-choco-met-echte-slagroom-karamel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.25,180.0,Inhoud en gewicht180 Gram,g,False,False,,17.9,3.4,9.1
Campina Magere milde kwark kokos,https://www.ah.nl/producten/product/wi387972/campina-magere-milde-kwark-kokos,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.29,500.0,Inhoud en gewicht500 GramPortiegrootte: Per portie 100 g,g,False,False,,7.8,9.0,0.5
Arla Skyr aardbei yoghurt 0% fat,https://www.ah.nl/producten/product/wi448363/arla-skyr-aardbei-yoghurt-0-fat,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.15,450.0,Inhoud en gewicht450 Gram,g,False,False,,7.7,9.2,0.0
AH Biologisch Vanille yoghurt,https://www.ah.nl/producten/product/wi455649/ah-biologisch-vanille-yoghurt,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.95,1000.0,Inhoud en gewicht1 LiterPortiegrootte: 150 milliliterAantal porties: 6.5,ml,False,True,B,9.6,3.7,1.6
Isey Gebakken appel,https://www.ah.nl/producten/product/wi498195/isey-gebakken-appel,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.45,400.0,Inhoud en gewicht400 Gram,g,False,False,A,4.1,8.9,0.2
Alpro Sojadrink rode vruchten,https://www.ah.nl/producten/product/wi164566/alpro-sojadrink-rode-vruchten,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.25,1000.0,Inhoud en gewicht1 Liter,ml,False,False,,6.8,2.6,1.5
Almhof 0% Vet yoghurt perzik-maracuja,https://www.ah.nl/producten/product/wi177502/almhof-0-vet-yoghurt-perzik-maracuja,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.79,500.0,Inhoud en gewicht500 Milliliter,g,False,False,,11.4,4.4,0.0
Flower Farm Bakken zonder palmolie,https://www.ah.nl/producten/product/wi466150/flower-farm-bakken-zonder-palmolie,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.79,450.0,Inhoud en gewicht450 MilliliterAantal porties: 30,ml,False,False,,0.2,0.0,74.0
AH Kruidenboter met knoflook,https://www.ah.nl/producten/product/wi217306/ah-kruidenboter-met-knoflook,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.25,95.0,Inhoud en gewicht95 GramPortiegrootte: 5 gramAantal porties: 19,g,False,True,E,2.8,1.2,79.0
Danio Romige kwark banaan,https://www.ah.nl/producten/product/wi515769/danio-romige-kwark-banaan,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.19,450.0,Inhoud en gewicht450 GramPortiegrootte: Per portie (150g)Aantal porties: 3,g,False,False,B,14.5,5.8,2.9
Fage Total Griekse yoghurt 0%,https://www.ah.nl/producten/product/wi134952/fage-total-griekse-yoghurt-0,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.29,170.0,Inhoud en gewicht170 Gram,g,False,False,A,3.0,10.3,0.0
AH Biologisch Halvarine,https://www.ah.nl/producten/product/wi429571/ah-biologisch-halvarine,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,2.49,400.0,Inhoud en gewicht400 GramPortiegrootte: 5 gramAantal porties: 80,g,True,True,C,0.1,0.01,40.0
Almhof Halfvolle yoghurt kers,https://www.ah.nl/producten/product/wi201969/almhof-halfvolle-yoghurt-kers,zuivel-plantaardig-en-eieren?minPrice=0&maxPrice=3.99,1.89,500.0,Inhoud en gewicht500 Gram,g,False,False,,13.2,4.1,1.5
